system:index,20230204T091201_20230204T091332_T35UNT_NDVI,20230207T092141_20230207T092337_T35UNT_NDVI,20230209T091029_20230209T091028_T35UNT_NDVI,20230212T092029_20230212T092026_T35UMT_NDVI,20230212T092029_20230212T092026_T35UNT_NDVI,20230214T091051_20230214T091332_T35UNT_NDVI,20230306T090831_20230306T091330_T35UNS_NDVI,20230306T090831_20230306T091330_T35UNT_NDVI,20230319T092031_20230319T092026_T35UMT_NDVI,20230319T092031_20230319T092026_T35UNT_NDVI,20230326T090611_20230326T091116_T35UNS_NDVI,20230326T090611_20230326T091116_T35UNT_NDVI,20230418T092031_20230418T092027_T35UMT_NDVI,20230418T092031_20230418T092027_T35UNT_NDVI,20230423T092029_20230423T092030_T35UMT_NDVI,20230423T092029_20230423T092030_T35UNS_NDVI,20230423T092029_20230423T092030_T35UNT_NDVI,20230425T090551_20230425T091049_T35UNS_NDVI,20230425T090551_20230425T091049_T35UNT_NDVI,20230428T092031_20230428T092028_T35UNT_NDVI,20230430T090559_20230430T091055_T35UNS_NDVI,20230430T090559_20230430T091055_T35UNT_NDVI,20230508T092031_20230508T092028_T35UNT_NDVI,20230510T090559_20230510T091059_T35UNS_NDVI,20230510T090559_20230510T091059_T35UNT_NDVI,20230513T092029_20230513T092031_T35UMT_NDVI,20230513T092029_20230513T092031_T35UNT_NDVI,20230520T090559_20230520T091054_T35UNT_NDVI,20230523T091559_20230523T091940_T35UNT_NDVI,20230525T090601_20230525T091013_T35UNT_NDVI,20230528T092031_20230528T092032_T35UMT_NDVI,20230528T092031_20230528T092032_T35UNS_NDVI,20230528T092031_20230528T092032_T35UNT_NDVI,20230530T090559_20230530T091053_T35UNT_NDVI,20230602T091559_20230602T091939_T35UMT_NDVI,20230602T091559_20230602T091939_T35UNT_NDVI,20230604T090601_20230604T091053_T35UNT_NDVI,20230617T092031_20230617T092032_T35UNT_NDVI,20230619T090559_20230619T091056_T35UNT_NDVI,20230624T090601_20230624T091055_T35UNT_NDVI,20230702T091559_20230702T091943_T35UMT_NDVI,20230702T091559_20230702T091943_T35UNT_NDVI,20230709T090559_20230709T091057_T35UNS_NDVI,20230709T090559_20230709T091057_T35UNT_NDVI,20230712T091559_20230712T091940_T35UMT_NDVI,20230712T091559_20230712T091940_T35UNS_NDVI,20230712T091559_20230712T091940_T35UNT_NDVI,20230717T092031_20230717T092032_T35UMT_NDVI,20230717T092031_20230717T092032_T35UNS_NDVI,20230717T092031_20230717T092032_T35UNT_NDVI,20230719T090559_20230719T091058_T35UNT_NDVI,20230729T090559_20230729T091058_T35UNT_NDVI,20230801T091559_20230801T091943_T35UMT_NDVI,20230801T091559_20230801T091943_T35UNS_NDVI,20230801T091559_20230801T091943_T35UNT_NDVI,20230803T090601_20230803T091014_T35UNS_NDVI,20230803T090601_20230803T091014_T35UNT_NDVI,20230806T092031_20230806T092037_T35UMT_NDVI,20230806T092031_20230806T092037_T35UNS_NDVI,20230806T092031_20230806T092037_T35UNT_NDVI,20230813T090601_20230813T091445_T35UNS_NDVI,20230813T090601_20230813T091445_T35UNT_NDVI,20230816T092031_20230816T092034_T35UMT_NDVI,20230816T092031_20230816T092034_T35UNT_NDVI,20230821T091559_20230821T092555_T35UMT_NDVI,20230821T091559_20230821T092555_T35UNS_NDVI,20230821T091559_20230821T092555_T35UNT_NDVI,20230823T090601_20230823T091022_T35UNT_NDVI,20230828T090559_20230828T091557_T35UNS_NDVI,20230828T090559_20230828T091557_T35UNT_NDVI,20230905T092031_20230905T092033_T35UMT_NDVI,20230905T092031_20230905T092033_T35UNS_NDVI,20230905T092031_20230905T092033_T35UNT_NDVI,20230907T090559_20230907T090731_T35UNS_NDVI,20230907T090559_20230907T090731_T35UNT_NDVI,20230910T091559_20230910T092601_T35UMT_NDVI,20230910T091559_20230910T092601_T35UNS_NDVI,20230910T091559_20230910T092601_T35UNT_NDVI,20230912T090601_20230912T091011_T35UNS_NDVI,20230912T090601_20230912T091011_T35UNT_NDVI,20230915T092031_20230915T092032_T35UNT_NDVI,20230917T090629_20230917T091535_T35UNS_NDVI,20230917T090629_20230917T091535_T35UNT_NDVI,20230922T090701_20230922T091334_T35UNS_NDVI,20230922T090701_20230922T091334_T35UNT_NDVI,20230925T092031_20230925T092341_T35UNT_NDVI,20230927T090659_20230927T090954_T35UNT_NDVI,20230930T091709_20230930T092515_T35UMT_NDVI,20230930T091709_20230930T092515_T35UNS_NDVI,20230930T091709_20230930T092515_T35UNT_NDVI,20231005T092031_20231005T092029_T35UNT_NDVI,20231010T091819_20231010T091814_T35UMT_NDVI,20231010T091819_20231010T091814_T35UNS_NDVI,20231010T091819_20231010T091814_T35UNT_NDVI,20231017T090859_20231017T090944_T35UNS_NDVI,20231017T090859_20231017T090944_T35UNT_NDVI,20231022T091021_20231022T091332_T35UNT_NDVI,20231104T092141_20231104T092333_T35UNT_NDVI,20231119T092159_20231119T092200_T35UMT_NDVI,20231119T092159_20231119T092200_T35UNS_NDVI,20231119T092159_20231119T092200_T35UNT_NDVI,20231221T091401_20231221T091404_T35UNT_NDVI,20231231T091401_20231231T091358_T35UNT_NDVI,lc,remapped,.geo
0000000000000000021b,,,,,,,,,,,,,,,,,,,,,,0.48861949392457127,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3677261879925285,,,,,,,0.7158144315083822,,,0.6767591880021993,,0.6717154485027806,,,,,0.40025185187117046,,,,,,0.36777152847540895,,0.355053914782682,,,0.6625820414549639,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20373121806985,51.51249534457511]}"
0000000000000000021c,,,,,,,,,,,,,,,,,,,,,,0.5465643092347922,,,,,,,,,,,,,,,,,,,,,,,,,0.534285947443947,,,,,,,,,,0.6647151816729245,,,0.6316513432667099,,0.6283695928904475,,,,,0.5470620637037317,,,0.42624601606879375,,,,,0.5953359065953296,,,0.6047022794109354,,0.3901973389714213,,,,,0.24975046400580547,,,,,0.5554212360830805,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.196810704684268,51.51850276334985]}"
0000000000000000021d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11846779276724576,,,,,,,,,,0.7183145306277978,,,,,,,,,,,,,,,,,,0.724960026692371,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.155137696982518,51.53836627940496]}"
0000000000000000021e,,,,,,,,,,,,,,,,,,,,,,0.5148499860785175,,,,,,,,,,,,,,,,,,,,,,,,,0.7261200186346665,,,0.721928808153892,,,,,,,0.755141342713449,,,0.7465825197107397,,0.7344752921809415,,0.7159344770200128,,,,,,,,,0.5906752285773522,,0.3364460279071142,,,0.7417693113794133,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.278753189429274,51.53960599428962]}"
0000000000000000021f,,,,,,,,,,,,,,,,,,,,,,0.5887303596991801,,,,,,,,,,,0.5298831120910558,,,,,,,,,,,,,,0.41591174248394785,,,,,,,,,,0.6824912630241204,,,0.6547223226824045,,0.6539760550944443,,0.6476479684955139,,,,,,0.42035249314881235,,,,,0.5888233875471448,,,0.6465587265907772,,0.20510627785507515,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.283201721873315,51.51919146895206]}"
00000000000000000220,,,,,,,,,,,,,,,,,,,0.14078972939731313,,,0.6003214593917605,,,,,,,,,,,0.589495733752002,,,,,,,,,,,,,,,,,0.6392705574327586,,,,,,,0.6761682095711464,,,0.6708823361364352,,0.6651512178974628,,,,,0.47332465324272105,,,,,,,,0.6149899589231496,,,0.6790669341476596,,0.5322106846876425,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.290186973590437,51.47003589617434]}"
00000000000000000221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527386438076188,,,,,,,,,,,,,,,,,0.6333416027276695,,,,,0.486290051147781,,,,,0.640033135608751,,0.6083034524301283,,0.621099984159275,,,,,,0.4861930570905171,,,,,0.5763600494315565,,,0.6280061522849293,,0.4446276169515251,,,,,,,,,,0.4992712010331705,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.27845447742097,51.51326183907863]}"
00000000000000000222,,,,,,,,,,,,,,,,,,,0.16880207503733993,,,0.5263493560474206,,,,,,,,,,,0.5641735132589362,,,,,,,,,,,0.11067316915983516,,,,,,0.6796306873124743,,,,,,,0.7047992145934072,,,0.7060138835928608,,0.7010203309340272,,,,,0.4808960986786148,,,0.07899541581839391,,,0.6413155431920439,,0.4866049403236026,,,0.7023379002568944,,0.3876526584160301,,,,,0.049703956326119215,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.25525633595763,51.498818912567955]}"
00000000000000000223,,,,,,,,,,,,,,,,,,,,,,0.4772799514453698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7740836977418047,,,0.7630160538788014,,0.7145918104924313,,0.4515340982380908,,,,,,,,,,,,,,0.7641256808423672,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.261030373830057,51.515385542820596]}"
00000000000000000224,,,,,,,,,,,,,,,,,,,0.1744393183260548,,,0.6693908654643295,,,,,,,,,,,0.4981804764460004,,,,,,,,,,,,,,0.6228929885120349,,,0.6335921767347253,,,,,,,0.7307679305811858,,,0.6931703948920547,,0.7257207956443839,,,,,,,,,,,0.7101040435215784,,0.3118961154738792,,,0.7463678735183751,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.260410786900152,51.52462230053755]}"
00000000000000000225,,,,,,,,,,,,,,,,,,,,,,0.5934186611586417,,,,,,,,,,,0.586940383965196,,,,,,,,,,,,,,,,,0.6264394451431137,,,,,,,0.6801569221241404,,,0.6581058941460521,,0.6566188734134579,,,,,0.37623737336826973,,,,,,,,0.639974061188514,,,0.6692581411932601,,0.4881289668904951,,,0.4029167670241289,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20809710084575,51.491202823034435]}"
00000000000000000226,,,,,,,,,,,,,,,,,,,,,,0.5138337325617299,,,,,,,,,,,0.30894682669585527,,,,,,,,,,,,,,0.3237868031136303,,,,,,,,,,0.6737882461136971,,,0.6406700419190249,,0.6306955946816338,,,,,,,,,,,,,0.5542669634159461,,,0.63682463852997,,0.42946462958307763,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20875366910299,51.54065089474594]}"
00000000000000000227,,,,,,,,,,,,,,,,,,,,,,0.611334827346326,,,,,,,,,,,0.527815700658595,,,,,,,,,,,,,,0.40075883384194233,,,0.7031542692595328,,,,,,,0.7613520424922848,,,0.749626796126636,,0.7324695731777183,,,,,,,,,,,,,0.4064300515754423,,,0.7519393068592565,,0.25499173208158843,,,,,,,,,,0.372004320562021,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.288213009412534,51.48142466189834]}"
00000000000000000228,,,,,,,,,,,,,,,,,,,,,,0.6561050809700203,,,,,,,,,,,0.60285317613965,,,,,,,,,,,,,,,,,0.6861538563996487,,,,,0.7070726199485278,,0.7589278569837817,,,0.7499550576923656,,0.7505258709665329,,,,,,,,,,,,,0.6881519172197026,,,0.7590291320331514,,,,,,,,,,,,,,,,0.44974160383618067,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.28544490052249,51.45468688213647]}"
00000000000000000229,,,,,,,,,,,,,,,,,,,,,,0.48943201599477915,,,,,,,,,,,,,,,,,,,,,,,,,0.23701447356585204,,,0.5418479323657462,,,,,,,0.5524866083581972,,,0.5563982697436058,,0.5494417990821829,,,,,0.4281552583992887,,,,,,,,0.4968461392282629,,,0.5533003221158268,,0.313034899853795,,,,,,,,,,0.34174719006836823,,,,0.1870858624003101,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.19141941795464,51.49862570495801]}"
0000000000000000022a,,,,,,,,,,,,,,,,,,,,,,0.6244116316036302,,,,,,,,,,,0.5168213955128815,,,,,,,,,,,,,,0.5090824385889533,,,0.7011581820154947,,,,,,,0.4933498909954582,,,0.727669979033827,,0.7259104504606891,,,,,,,,,,,,,0.322005925129871,,,0.7358694951009859,,,,,,,,,,,,0.22264456830057158,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.28784780002274,51.47915482839374]}"
0000000000000000022b,,,,,,,,,,,,,,,,,,,0.44601511069976824,,,0.5318233241029338,,,,,,,,,,,0.5347860954921533,,,,,,,,,,,,,,0.5665592680982993,,,0.5628013016144975,,,,,0.4027835874060114,,0.5984712585029689,,,0.5856691009603661,,0.5898817616795737,,0.5069920076669749,,,,,,,,,,,0.5764627141747075,,,0.5900335676816045,,0.572566461130605,,,0.5590944371255888,,,,,,,0.30069288942548966,,,,0.5689617015607232,,0.17869013493834168,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.28196697166071,51.52751961173074]}"
0000000000000000022c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7068324787816763,,,0.6459918451957962,,0.6678083383577481,,,,,0.3885932563383833,,,,,,,,0.5026836606110034,,,0.6518665242627635,,0.280275640574172,,,,,0.12554628265147308,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.19808186294057,51.521977174443535]}"
0000000000000000022d,,,,,,,,,,,,,,,,,,,0.2535712066150847,,,0.6439931453490744,,,,,,,,,,,0.4056865706735728,,,,,,,,,,,,,,0.6891188564754668,,,0.6808039014842234,,,,,,,0.7167581330621594,,,0.7081074883608051,,0.7070425546088186,,,,,,,,0.08116777751451176,,,0.5955683268657347,,0.4210789044157448,,,0.7140900300743899,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.2690330212772,51.529705857656914]}"
0000000000000000022e,,,,,,,,,,,,,,,,,,,,,,0.3148491174455673,,,,,,,,,,,0.4361652296686929,,,,,,,,,,,,,,0.2483137099921298,,,0.6219492422209846,,,,,,,0.662892914953686,,,0.6421485770316351,,0.6447648680399335,,,,,0.5115045556405775,,,0.4098165682654262,,,,,0.6058608744960794,,,0.6462648447408698,,0.5524176795060943,,,,,0.31892057097688015,,,,,0.504979420681389,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.292390615618565,51.493549511334116]}"
0000000000000000022f,,,,,,,,,,,,,,,0.4672237934709406,,0.5181163607541126,,,,,,,,,,,,,,0.35185911393219654,,0.3477741823850576,,,,,,,,,,,,0.46895468735100193,,0.4623103974357484,,,,,,,,,,,0.6990620720954168,,0.6944334797578063,,,,,0.21114860640631783,,0.21508653620743698,,,,0.6517069114038463,,0.6446366214157503,,,0.6988113358988514,,0.6895315591710495,,,,,,,,,,0.30942801485796906,,0.30639709028797624,,0.34740066636446654,,0.3401717608477794,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.13081887552301,51.52920079332644]}"
00000000000000000230,,,,,,,,,,,,,,,0.15621485583095593,,0.16633143919665797,,,,,,,,,,,,,,0.3375853637989416,,0.33543226670245735,,,,,,,,,,,,0.392887403635211,,0.3893714361990931,0.12491124300729661,,0.12229618964011436,,,,,,,,0.40164208885223146,,0.3992821783705904,,,,,,,,,,,0.3794261442831044,,0.3757459010396685,,,0.40563713977126037,,0.4006366617555251,,,,,,,,,,0.3769568950951505,,0.37410507640060114,,0.21777258870823313,,0.21233522243240252,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.13543626899757,51.51627831175081]}"
00000000000000000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3732431682329329,,,,,,,0.4158356972292167,,,0.39072138638723464,,0.39277931243654285,,,,,,,,,,,0.31657110374260383,,,,,0.39089417768443796,,0.27869770316039627,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.1922006756666,51.49384357955572]}"
00000000000000000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7209104987499125,,,0.6883803230294295,,0.6610177272842044,,,,,,,,,,,,,,,,0.6838814921660218,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20287024727609,51.51804671710884]}"
00000000000000000233,,,,,,,,,,,,,,,,,,,,,,0.6456685032433663,,,,,,,,,,,,,,,,,,,,,,0.18588392399335935,,,0.6687933887754168,,,0.663574701263791,,,,,,,0.7013215903792522,,,0.6992262643751374,,0.6961869171687535,,,,,,,,,,,,,,,,0.7126084321480489,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.288161121985215,51.472003567392306]}"
00000000000000000234,,,,,,,,,,,,,,,,,,,,,,0.6008133534130866,,,,,,,,,,,,,,,,,,,,,,,,,0.6741570411355587,,,,,,,,,,0.7358217573219957,,,0.6936228114461143,,0.713018965423783,,,,,0.3613495280683176,,,,,,0.6747014322518762,,0.5852687448060432,,,0.6740412378257095,,,,,,,,,,,,0.5166836152541665,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.167153248341123,51.52519338728255]}"
00000000000000000235,,,,,,,,,,,,,,,,,,,,,,0.6050462337578235,,,,,,,,,,,0.5675087189998756,,,,,,,,,,,,,,,,,0.6313912244070145,,,,,,,0.7147105960618882,,,0.6930074879641976,,0.6894635218881966,,,,,,,,,,,,,0.5450235701201995,,,0.7051120199043465,,0.21073042265141634,,,0.1563677548551235,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.202600747833383,51.494778871318815]}"
00000000000000000236,,,,,,,,,,,,,,,,,,,,,,0.6601425243072769,,,,,,,,,,,,,,,,,,,,,,,,,0.4356928148777847,,,0.6787797434259705,,,,,,,0.39664619485266894,,,0.7148463757130024,,0.7157989401125313,,,,,,,,,,,,,,,,0.7350844978745562,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.288265964693778,51.47583521265432]}"
00000000000000000237,,,,,,,,,,,,,,,,,,,,,,0.4220150090128927,,,,,,,,,,,0.3713538774422237,,,,,,,,,,,,,,0.29761203076023096,,,0.6100184613344621,,,,,0.5058750797426349,,0.7697419908717106,,,0.744404634042662,,0.7341506423052747,,,,,0.2121315225451982,,,0.12440642545553021,,,,,0.3883789819654694,,,0.7614860346122664,,0.33255985669808596,,,,,0.18543642489007273,,,,,0.3117753468673516,,,,0.200345839097116,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.2886028322968,51.45775462771252]}"
00000000000000000238,,,,,,,,,,,,,,,,,,,0.4086731549293276,,,0.6335774480350435,,,,,,,,,,,0.5615029793207338,,,,,,,,,,,,,,0.6834582117409392,,,0.6785354202026143,,,,,,,0.7168336693121463,,,0.708513533177019,,0.7094160982000044,,,,,,,,,,,0.712262141731591,,0.5458034572958136,,,0.7148846164852584,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.263107761073993,51.524907299147934]}"
00000000000000000239,,,,,,,,,,,,,,,,,,,,,,0.48690787836267296,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6675912806776916,,,,,,,0.7766584074145813,,,0.7667286450089782,,0.6656952046212696,,,,,,,,,,,,,,,,0.7672696636647595,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.26209169017151,51.51401826238901]}"
0000000000000000023a,,,,,,,,,,,,,,,,,,,,,,0.5814125047249048,,,,,,,,,,,0.5680840612809404,,,,,,,,,,,,,,,,,0.6191806298534887,,,,,0.5116036665412574,,0.5874894734412905,,,0.6372140716262956,,0.6358469703029883,,0.5991441185782556,,,,,,0.576000550571753,,,,,0.609272234969669,,,0.6291606979034926,,,,,,,,0.009294218892683517,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.278870043667844,51.518925465620086]}"
0000000000000000023b,,,,,,,,,,,,,,,,,,,0.2346817699689714,,,0.4372349059095188,,,,,,,,,,,0.4747217787501493,,,,,,,,,,,,,,,,,0.5966188815715903,,,,,,,0.6983455514150952,,,0.6558098707880293,,0.6221921054684386,,,,,0.5578836562141539,,,0.4656123256737413,,,0.32531364461461976,,0.5579688674738618,,,0.6994108955065409,,0.5173868743740783,,,,,0.23925119138358672,,,,,,,,,0.3363238336547973,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.26772329817991,51.494560196064015]}"
0000000000000000023c,,,,,,,,,,,,,,,,,,,,,,0.4599007148456141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6880959944119529,,,0.6602169100930091,,,,,,,0.4571133934451339,,,,,,,,0.549688404649834,,,0.6327183735884236,,,,,0.06668203298737403,,,,,,,0.46275487109647045,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.1965275034236,51.521062096439664]}"
0000000000000000023d,,,,,,,,,,,,,,,,,0.38847202278859494,,,,,,,,,,,,,,,,0.5115917376379848,,,,,,,,,,,,,,0.6060839903597929,,,,,,,,,,,,,0.6165770343642116,,,,,,,,,,,,,0.6133557804047115,,,,,0.6125413424033427,,0.3339312533402389,,,,,,,,,,0.5629857851534473,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.14553191720372,51.51985539716305]}"
0000000000000000023e,,,,,,,,,,,,,,,,,,,0.2009833384127844,,,0.513315292375158,,,,,,,,,,,0.5729722823956116,,,,,,,,,,,,,,,,,0.6762809204676795,,,,,,,0.7091247658340298,,,0.6937558867223138,,0.6882380697191978,,,,,0.456476732851967,,,,,,0.6659959588461722,,0.5737592148132065,,,0.6950220342666384,,0.401847024488341,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.25718053619995,51.49996215884077]}"
0000000000000000023f,,,,,,,,,,,,,,,,,,,,,,0.3939008533008515,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6034219131177786,,,,,,,0.7919856211225462,,,0.7769420257771638,,0.7104389744551004,,,,,,,,,,,,,,,,0.778414111288767,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.226140419047418,51.481438654754236]}"
00000000000000000240,,,,,,,,,,,,,,,,,,,0.3528269721604799,,,0.5573470830038832,,,,,,,,,,,0.5194154501028883,,,,,,,,,,,,,,0.5898774743350456,,,0.5557546808200629,,,,,0.27507546560969753,,0.6211750907084299,,,0.6087020365626904,,0.6171206648793081,,,,,,,,,,,,,0.5412463211621287,,,0.6730406655678673,,0.28688005680670275,,,0.21059812683096818,,0.11164694375732319,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.290629751524875,51.53230939033511]}"
00000000000000000241,,,,,,,,,,,,,,,,,,,,,,0.4920534213113677,,,,,,,,,,,0.14781468660653044,,,,,,,,,,,,,,0.5692787323138612,,,0.23175381411230214,,,,,,,0.6994826663919047,,,0.6382250233031725,,0.6666020482035181,,,,,0.42308358770379134,,,,,,,,0.4980542042087806,,,0.657416653741244,,0.2950661362163604,,,,,,,,,,0.393172278696177,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.193811599240885,51.51991616890994]}"
00000000000000000242,,,,,,,,,,,,,,,,,,,,,,0.5209148358595885,,,,,,,,,,,0.5918884393579565,,,,,,,,,,,,,,,,,0.6624017818038966,,,,,,,0.4341653050208578,,,0.6764989224961556,,0.6782694330561458,,,,,0.5328629436541577,,,,,,0.6656740964675436,,,,,0.6669913129606485,,,,,,,,,,,,0.018982365558477217,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.25065638987352,51.50140941039592]}"
00000000000000000243,,,,,,,,,,,,,,,0.5272952022871463,,0.6003375598092199,,,,,,,,,,,,,,0.5416609592178241,,0.5376976558140346,,,,,,,,,,,,0.6230048612942771,,0.6161013019868846,,,,,,,,,,,0.6464136795662428,,0.6430308526876022,,,,,0.4124211863595612,,0.41422457259798806,,,,0.640989904906474,,0.6342655059431686,,,0.6394725639263248,,0.6306948436090465,,,,,,,,,,0.5507561684736049,,0.5458349700417379,,0.5227941259775573,,0.513910041779888,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.13613293421324,51.52804790063983]}"
00000000000000000244,,,,,,,,,,,,,,,,,,,,,,0.2938248504316455,,,,,,,,,,,0.2516694494656154,,,,,,,,,,,,,,,,,0.6835214706505237,,,,,0.3357442228161559,,,,,0.6802799124566336,,0.6674567279902175,,0.51209808571809,,,0.48547721760613577,,,0.4425964070285529,,,,,0.5962514723239302,,,0.6526266548638981,,0.59530364264166,,,,,0.4036924389619676,,,,,0.39814138020517603,,,,0.3037195434781159,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.272059248522407,51.509833176736436]}"
00000000000000000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18021723472612516,,,,,,,,,,0.7555553026480469,,,0.6061370544422782,,0.5344231830162256,,,,,,,,,,,0.43041447163168806,,,,,0.7054185803785346,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.220795737099635,51.533493661185716]}"
00000000000000000246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4561166998480453,,,0.3416771569760208,,,,,,,,,,,,,,,,,,0.4620705657805445,,,,,,,0.33092644222739603,,,,,0.3839099674808736,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.23170439589158,51.53136803253752]}"
00000000000000000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711646991251818,,,0.679978738160901,,0.6712668223175603,,,,,,,,,,,,,,,,0.6440517195498322,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.29355543579246,51.50950605567335]}"
00000000000000000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5711141976099166,,,,,,,,,,0.7974672725681815,,,0.5744912116165334,,,,,,,,,,,,,,,,,,0.7544300596730239,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.16894064844104,51.53592660901215]}"
00000000000000000249,,,,,,,,,,,,,,,,,,,,,,0.5237432334428471,,,,,,,,,,,0.5760018206507711,,,,,,,,,,,,,,,,,0.5800933001263071,,,,,,,0.6524897102866314,,,0.6150150490996519,,0.612260657508357,,,,,0.5604459308848089,,,0.3829210477621377,,,0.5761832652989429,,0.6032905686739621,,,0.6193037334483227,,0.5877816828470381,,,,,,,,,,0.5673535377665713,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.205884190691446,51.50293053163082]}"
0000000000000000024a,,,,,,,,,,,,,,,,,,,,,,0.322491798879338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7011527485317655,,,0.4622053435059632,,0.47305263129491654,,,,,,,,,,,0.12447824013206153,,,,,0.6510978254601528,,0.13233604358167064,,,,,,,,,,0.16052360883375416,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.21147621275503,51.536350914387434]}"
