system:index,20230204T091201_20230204T091332_T35UNT_STR,20230207T092141_20230207T092337_T35UNT_STR,20230209T091029_20230209T091028_T35UNT_STR,20230212T092029_20230212T092026_T35UMT_STR,20230212T092029_20230212T092026_T35UNT_STR,20230214T091051_20230214T091332_T35UNT_STR,20230306T090831_20230306T091330_T35UNS_STR,20230306T090831_20230306T091330_T35UNT_STR,20230319T092031_20230319T092026_T35UMT_STR,20230319T092031_20230319T092026_T35UNT_STR,20230326T090611_20230326T091116_T35UNS_STR,20230326T090611_20230326T091116_T35UNT_STR,20230418T092031_20230418T092027_T35UMT_STR,20230418T092031_20230418T092027_T35UNT_STR,20230423T092029_20230423T092030_T35UMT_STR,20230423T092029_20230423T092030_T35UNS_STR,20230423T092029_20230423T092030_T35UNT_STR,20230425T090551_20230425T091049_T35UNS_STR,20230425T090551_20230425T091049_T35UNT_STR,20230428T092031_20230428T092028_T35UNT_STR,20230430T090559_20230430T091055_T35UNS_STR,20230430T090559_20230430T091055_T35UNT_STR,20230508T092031_20230508T092028_T35UNT_STR,20230510T090559_20230510T091059_T35UNS_STR,20230510T090559_20230510T091059_T35UNT_STR,20230513T092029_20230513T092031_T35UMT_STR,20230513T092029_20230513T092031_T35UNT_STR,20230520T090559_20230520T091054_T35UNT_STR,20230523T091559_20230523T091940_T35UNT_STR,20230525T090601_20230525T091013_T35UNT_STR,20230528T092031_20230528T092032_T35UMT_STR,20230528T092031_20230528T092032_T35UNS_STR,20230528T092031_20230528T092032_T35UNT_STR,20230530T090559_20230530T091053_T35UNT_STR,20230602T091559_20230602T091939_T35UMT_STR,20230602T091559_20230602T091939_T35UNT_STR,20230604T090601_20230604T091053_T35UNT_STR,20230617T092031_20230617T092032_T35UNT_STR,20230619T090559_20230619T091056_T35UNT_STR,20230624T090601_20230624T091055_T35UNT_STR,20230702T091559_20230702T091943_T35UMT_STR,20230702T091559_20230702T091943_T35UNT_STR,20230709T090559_20230709T091057_T35UNS_STR,20230709T090559_20230709T091057_T35UNT_STR,20230712T091559_20230712T091940_T35UMT_STR,20230712T091559_20230712T091940_T35UNS_STR,20230712T091559_20230712T091940_T35UNT_STR,20230717T092031_20230717T092032_T35UMT_STR,20230717T092031_20230717T092032_T35UNS_STR,20230717T092031_20230717T092032_T35UNT_STR,20230719T090559_20230719T091058_T35UNT_STR,20230729T090559_20230729T091058_T35UNT_STR,20230801T091559_20230801T091943_T35UMT_STR,20230801T091559_20230801T091943_T35UNS_STR,20230801T091559_20230801T091943_T35UNT_STR,20230803T090601_20230803T091014_T35UNS_STR,20230803T090601_20230803T091014_T35UNT_STR,20230806T092031_20230806T092037_T35UMT_STR,20230806T092031_20230806T092037_T35UNS_STR,20230806T092031_20230806T092037_T35UNT_STR,20230813T090601_20230813T091445_T35UNS_STR,20230813T090601_20230813T091445_T35UNT_STR,20230816T092031_20230816T092034_T35UMT_STR,20230816T092031_20230816T092034_T35UNT_STR,20230821T091559_20230821T092555_T35UMT_STR,20230821T091559_20230821T092555_T35UNS_STR,20230821T091559_20230821T092555_T35UNT_STR,20230823T090601_20230823T091022_T35UNT_STR,20230828T090559_20230828T091557_T35UNS_STR,20230828T090559_20230828T091557_T35UNT_STR,20230905T092031_20230905T092033_T35UMT_STR,20230905T092031_20230905T092033_T35UNS_STR,20230905T092031_20230905T092033_T35UNT_STR,20230907T090559_20230907T090731_T35UNS_STR,20230907T090559_20230907T090731_T35UNT_STR,20230910T091559_20230910T092601_T35UMT_STR,20230910T091559_20230910T092601_T35UNS_STR,20230910T091559_20230910T092601_T35UNT_STR,20230912T090601_20230912T091011_T35UNS_STR,20230912T090601_20230912T091011_T35UNT_STR,20230915T092031_20230915T092032_T35UNT_STR,20230917T090629_20230917T091535_T35UNS_STR,20230917T090629_20230917T091535_T35UNT_STR,20230922T090701_20230922T091334_T35UNS_STR,20230922T090701_20230922T091334_T35UNT_STR,20230925T092031_20230925T092341_T35UNT_STR,20230927T090659_20230927T090954_T35UNT_STR,20230930T091709_20230930T092515_T35UMT_STR,20230930T091709_20230930T092515_T35UNS_STR,20230930T091709_20230930T092515_T35UNT_STR,20231005T092031_20231005T092029_T35UNT_STR,20231010T091819_20231010T091814_T35UMT_STR,20231010T091819_20231010T091814_T35UNS_STR,20231010T091819_20231010T091814_T35UNT_STR,20231017T090859_20231017T090944_T35UNS_STR,20231017T090859_20231017T090944_T35UNT_STR,20231022T091021_20231022T091332_T35UNT_STR,20231104T092141_20231104T092333_T35UNT_STR,20231119T092159_20231119T092200_T35UMT_STR,20231119T092159_20231119T092200_T35UNS_STR,20231119T092159_20231119T092200_T35UNT_STR,20231221T091401_20231221T091404_T35UNT_STR,20231231T091401_20231231T091358_T35UNT_STR,lc,remapped,.geo
00000000000000000508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1270654752951903,,,,,,,,,,3.3738300978731948,,,5.162677667578873,,3.5989053211514914,,,,,,,,,,,4.175597929900466,,3.285878072790548,,,3.771179488456709,,2.9928223183906537,,,,,,,,,,2.9568011339018945,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.160919391980972,51.526063978447134]}"
00000000000000000509,,,,,,,,,,,,,,,,,,,,,,4.374666319953071,,,,,,,,,,,4.467635199055921,,,,,,,,,,,1.9867796573509164,,,,,,4.351161534553753,,,,,,,4.9284165019080755,,,4.984500722820256,,4.388951917354212,,,,,,,,,,,,,4.6564403520960385,,,5.304660481390229,,,,,,,,,,,,,,,,1.5100501951446879,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20508126156286,51.49328598157209]}"
0000000000000000050a,,,,,,,,,,,,,,,,,,,,,,3.1172253917944945,,,,,,,,,,,3.4630265116961905,,,,,,,,,0.39894316066690044,,,,,,,,2.092121913589858,,,,,,,,,,2.6362915677007903,,2.390127860229302,,,,,2.299142627759315,,,2.2095202753603322,,,,,2.3600311133326315,,,2.659560358172912,,2.3170618810891566,,,,,,,,,,2.322134798346193,,,,2.2622512538416855,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20056384198537,51.50640565462629]}"
0000000000000000050b,,,,,,,,,,,,,,,,,2.7200146689166287,,,,,,,,,,,,,,,,3.174794497673744,,,,,,,,,,,,,,2.9932396055078834,,,,,,,,,,,,,3.828643811262654,,,,,,,,,,,,,3.6524978078682135,,,,,3.5970392173109684,,,,,,,,,,,,3.380176162503474,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.14555309679859,51.52158061880463]}"
0000000000000000050c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6967551962318335,,,,,,,,,,,,,,,,,,,,,,,,,,,5.433295133162518,,,,,,,,,,,,,1.5993794713701521,,,,,4.867861210353791,,0.3459142081591548,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.15323014622226,51.53879003322927]}"
0000000000000000050d,,,,,,,,,,,,,,,,,,,,,,2.361557565308482,,,,,,,,,,,2.1877467675544238,,,,,,,,,,,,,,,,,2.4686495427912325,,,,,,,3.862593024766364,,,4.155089771936811,,,,3.1678101124406672,,,,,,,,,,,,,,3.660979752637902,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.292205045411226,51.555571004080186]}"
0000000000000000050e,,,,,,,,,,,,,,,,,2.4130049378963827,,,,,,,,,,,,,,2.9090615032481497,,2.91967246700036,,,,,,,,,,,,,,,,,,,,,,,,,5.711364989378015,,5.712656859637929,,,,,,,,,,,5.264115287603435,,5.2800138321052605,,,5.525789802036588,,5.522822207604406,,,,,,,,,,1.5126847204437601,,1.540198308269994,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.1352608014268,51.532142749830946]}"
0000000000000000050f,,,,,,,,,,,,,,,,,,,1.4640492763108408,,,3.3569896067080855,,,,,,,,,,,3.9938102268577973,,,,,,,,,,,0.7315579487893586,,,2.672108111468032,,,3.8668989481028517,,,,,,,5.213614951455945,,,5.082512907430428,,4.212543631897492,,,,,,,,1.9144390445717878,,,2.6598052551416584,,3.0588976439434927,,,5.735555743414259,,2.5368941706054065,,,,,1.1350629529715126,,,,,,0.4815527857566366,,,,,0.13554989075174137,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.2742440643965,51.48977726668394]}"
00000000000000000510,,,,,,,,,,,,,,,,,,,0.6572524160484609,,,6.022660641443162,,,,,,,,,,,4.806017273407675,,,,,,,,,,,,,,,,,2.79846896065606,,,,,,,7.744075905979356,,,7.7371598198300315,,5.598354908344157,,,,,,,,,,,,,,,,9.813326286350518,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.281787694594943,51.4858250326127]}"
00000000000000000511,,,,,,,,,,,,,,,2.4971519186923836,,2.4562857934947457,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888401275319037,,3.8942424818501724,,,,,,,,,,,5.204139575395995,,5.2126420090257986,,,,,,,,,,,4.204342808582886,,4.210214617030691,,,4.8967922966496475,,4.901943660377104,,,,,,,,,,,,,,1.6609933111402724,,1.6728654913350838,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.127409804412636,51.52861470715944]}"
00000000000000000512,,,,,,,,,,,,,,,,,,,,,,3.653148618144513,,,,,,,,,,,,,,,,,,,,,,,,,3.100333091082757,,,3.433669094055418,,,,,,,,,,4.786784208280429,,4.062627693422797,,,,,,,,,,,,,,,,4.829674626694245,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.22728185860052,51.51387784519499]}"
00000000000000000513,,,,,,,,,,,,,,,,,,,2.076294736797307,,,3.451998876065624,,,,,,,,,,,3.517078192055631,,,,,,,,,,,,,,3.1962758310798076,,,3.2339335017734103,,,,,3.448596315859667,,3.470182638319712,,,3.6619699033750157,,3.2811395429970185,,2.5326879138038274,,,1.4762878964006767,,,,,,,,3.3139915801500246,,,3.722587397309388,,3.380917752951451,,,2.8701166036177654,,,,,,,,,,,3.3786840082025855,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.27745356941928,51.52374587981753]}"
00000000000000000514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.807481841435508,,,,,,,,,,,,,,,,,3.455132366578325,,,,,,,3.5156059005633504,,,4.1751875850348785,,3.591986975702299,,,,,2.9335579709941837,,,1.0897447689860857,,,2.1619691021588383,,3.012506854236802,,,4.283178998769817,,2.704653845893012,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.219815961328496,51.480838742239484]}"
00000000000000000515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0037467836522733,,,,,,0.2644706921242262,,,,,,,2.087435773170454,,,2.370675612739425,,1.987458534792167,,,1.7407949833102236,,,,,,,,,,,2.2022853116599883,,2.062605427506289,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.217228900225976,51.53908995072199]}"
00000000000000000516,,,,,,,,,,,,,,,2.0021200353055857,,1.9533310763689937,,,,,,,,,,,,,,2.598474356592918,,2.605608943908934,,,,,,,,,,,,2.631427760026893,,2.638035747199372,,,,,,,,,,,3.336826318515942,,3.3437414423408423,,,,,2.048524631664596,,2.0672392380210547,,,,3.259651106231067,,3.2686002876212537,,,3.21207871134319,,3.2203458047507842,,,,,,,,,,2.2202611439893034,,2.2303927880025505,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.130135485415693,51.51896735595392]}"
00000000000000000517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0445844656756136,,,,,,,,,,6.296227234561427,,,4.788807435370897,,,,,,,,,,,,,,,,,,4.691616278927342,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.1705763128931,51.5443317575637]}"
00000000000000000518,,,,,,,,,,,,,,,,,,,1.1460990546241638,,,,,,,,,,,,,,2.381374704594515,,,,,,,,,,,,,,2.633199216557198,,,2.2859979465164564,,,,,,,2.6813926339960426,,,3.4081538772366757,,2.6494020994017724,,3.9010315330661074,,,0.8913827553357667,,,,,,,,2.5507273619948063,,,3.0401020866402693,,2.480957542687587,,,,,,,,,,2.574142936676268,,,,1.8641930269816565,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.177896786009136,51.566385903315854]}"
00000000000000000519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.302698449482993,,,3.5111551657825912,,3.068344452483854,,,,,2.551633512622375,,,,,,,,2.039961800823947,,,3.5359817594627674,,,,,,,1.1406483455580108,0.6952281901084917,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.21633100209012,51.522010353152055]}"
0000000000000000051a,,,,,,,,,,,,,,,,,,,,,,4.0783815335254285,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.376329575536473,,,,,,,4.92055460438977,,,4.965282641300539,,4.4204356708223855,,,,,,,,,,,3.3026422610899218,,3.292837589506119,,,5.061626034258715,,2.694220008222965,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.265791773537963,51.52188810611914]}"
0000000000000000051b,,,,,,,,,,,,,,,,,,,2.1742267273450926,,,3.671594396470085,,,,,,,,,,,3.583024179043413,,,,,,,,,,,,,,,,,1.2992647629476188,,,,,,,4.74751277845733,,,4.697416822926528,,4.068892851438112,,,,,1.8484422073883264,,,2.021686282017334,,,,,3.6006377224478863,,,4.726003412757061,,3.193216381700131,,,,,,,,,,2.347422596008059,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.293926517126035,51.463444434258136]}"
0000000000000000051c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.540726410829021,,,,,,,7.177024920240822,,,7.781687496470757,,5.795726056001625,,,,,,,,,,,,,,,,8.194222935743614,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.256645491097963,51.51573874521128]}"
0000000000000000051d,,,,,,,,,,,,,,,,,,,,,,3.5351324249016725,,,,,,,,,,,3.51756563586713,,,,,,,,,,,,,,,,,3.522234588523571,,,,,2.8790648221428974,,,,,3.59689649486758,,3.243813530387792,,3.5227656802352594,,,,,,2.319433835628622,,,,,3.0983363814364755,,,3.5336130811513957,,2.903361918434264,,,,,,,,,,2.5410520889861785,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.277096028956695,51.51398379905993]}"
0000000000000000051e,,,,,,,,,,,,,,,,,,,,,,2.2356778153486534,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.862407431310537,,,,,,,4.857476750739307,,,4.497209726818024,,3.5270000423163244,,,,,1.8248612896925738,,,,,,1.4274166008782765,,1.5216472992280714,,,4.372026673790549,,,,,,,,0.26613565313032156,,,,1.4177046108678355,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.21515416533766,51.49727737439499]}"
0000000000000000051f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.410031807395606,,,5.345566135415145,,3.493337609600318,,,,,,,,,,,,,,,,6.989977817146146,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.169605399051235,51.528932605111784]}"
00000000000000000520,,,,,,,,,,,,,,,,,,,,,,2.3965263464012927,,,,,,,,,,,1.2395347235154133,,,,,,,,,,,,,,,,,,,,,,,,4.3986045433009835,,,4.022139576286956,,3.7518672359233003,,,,,0.6973594970443622,,,,,,,,1.819614007629775,,,3.8007469479999845,,1.0146639038916347,,,,,0.013609237411395223,,,,,1.421079813487946,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20679379163346,51.52358171518833]}"
00000000000000000521,,,,,,,,,,,,,,,,,,,3.006197194123214,,,3.494969086852474,,,,,,,,,,,3.65964781562217,,,,,,,,,,,,,,3.3102600828590307,,,3.6017488557465223,,,,,3.804720992674363,,3.9949894205512915,,,4.0873928075474675,,3.634613845894396,,,,,,,,,,,2.4571535879251907,,3.7093854474913237,,,4.161298917264355,,3.6547628346484267,,,2.387997600767348,,,,,,,,,,,2.7335876326442037,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.281406062337517,51.529426578939685]}"
00000000000000000522,,,,,,,,,,,,,,,,,,,,,,4.719515285794698,,,,,,,,,,,2.4506968897756805,,,,,,,,,,,,,,4.566317647222489,,,4.217543654160705,,,,,,,5.559688128311348,,,6.136380800584547,,5.3966474335750485,,,,,,,,,,,,,,,,6.317074681625885,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.261520495319584,51.531172589951574]}"
00000000000000000523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.464413352023447,,,,,,,,,,,,,,3.0305872455475824,,,,,,,,,,,,,3.798649760871247,,,,,,,,,,,,,3.5159045401073636,,,,,3.5395162570503564,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.147953748405172,51.518026394948635]}"
00000000000000000524,,,,,,,,,,,,,,,,,,,,,,4.457997735665769,,,,,,,,,,,4.628307073294711,,,,,,,,,,,3.133194291402423,,,4.0150516811682255,,,4.511816603256191,,,,,5.023021648259931,,4.932463969232814,,,5.179645823783615,,4.518409009423116,,,,,3.5889040191157338,,,1.6513803702633398,,,5.007472138826539,,4.512352981805261,,,5.216251581974851,,4.423201287414481,,,2.8920261005695718,,,,,,,3.3623290386329705,,,,4.384424435578777,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.273237131988882,51.45880992426176]}"
00000000000000000525,,,,,,,,,,0.29088740932698154,,,,,,,,,1.6609458917933526,,,3.564870951127033,,,,,,,,,,,3.740427350781672,,,,,,,,,,,,,,,,,4.296936839075586,,,,,,,4.700059210091762,,,4.850611878090165,,4.340187361451234,,,,,2.2783349722691404,,,,,,4.5248939888277295,,2.763311862404925,,,5.146016855088491,,2.3558410235813687,,,0.29155926801720444,,,,,,,2.1841428252845123,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.290845884518138,51.48398751756049]}"
00000000000000000526,,,,,,,,,,,,,,,,,,,,,,4.096190130359191,,,,,,,,,,,3.1678261789334874,,,,,,,,,,,,,,,,,1.6624241642941153,,,,,,,,,,2.4204454811251894,,2.177658389485072,,,,,2.021154279341233,,,1.6378801644794525,,,,,2.1675760656797967,,,2.450148563536387,,2.1257620060524975,,,,,,,,,,2.196702123769557,,,,2.5672583412421264,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.196353438930196,51.507697615503915]}"
00000000000000000527,,,,,,,,,,,,,,,,,,,,,,4.513311079570226,,,,,,,,,,,4.2745331344691,,,,,,,,,,,,,,2.2835608453166727,,,3.6185050491843365,,,,,,,5.961205598178094,,,5.778906923302718,,5.007754240446891,,,,,2.242496602929909,,,,,,,,2.5500040562515087,,,6.96784812036285,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.2141653213006,51.51410691574532]}"
00000000000000000528,,,,,,,,,,,,,,,,,,,,,,2.7781958320513875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549512631228181,,,,,,,6.5175638101538835,,,4.71080364067268,,4.3530629362378805,,,,,,,,,,,,,,,,6.201160073550651,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.197055819985128,51.52355074273851]}"
00000000000000000529,,,,,,,,,,,,,,,,,3.15000026350389,,,,,,,,,,,,,,,,3.5116782518200864,,,,,,,,,,,,,,3.1205126033618606,,,,,,,,,,,,,4.039030371880044,,,,,,,,,,,,,3.8579838946292733,,,,,3.76580497034553,,,,,,,,,,,,3.494327440824098,,,,2.6184303955155976,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.141892681914385,51.52355341532712]}"
0000000000000000052a,,,,,,,,,,,,,,,,,1.4405753634143579,,1.940311677331557,,,3.154768251237415,,,,,,,,,,,2.8349444622896156,,,,,,,,,,,,,,2.4398503552218416,,,,,,,,,,3.312945291839219,,,3.2214319154518805,,2.7980761874019424,,,,,2.3309214536835547,,,1.7014716833897459,,,1.9227207166537676,,2.430948350975573,,,2.6071792838254484,,2.415793315082991,,,1.368498539438053,,,,,,,2.542496131931573,,,,,,1.483959890006621,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.166730479246613,51.5122136614484]}"
0000000000000000052b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7273021414707035,,,6.5153098322636955,,3.219725617475791,,,,,,,,,,,,,,,,6.842761619291068,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.174621306088017,51.529023032456564]}"
0000000000000000052c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6662227242441676,,1.6868103388485725,,,,,,,,,,,,3.705389748354888,,3.7100315121025726,1.4683976789721016,,1.4737609638378464,,,,,,,,5.024485425884221,,5.028602323294226,,,,,,,,,,,5.098318351909958,,5.102332340076127,,,5.092199702922449,,5.0951125497450365,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.121248397232723,51.53448816075636]}"
0000000000000000052d,,,,,,,,,,,,,,,,,2.270419354341468,,1.643217474965552,,,1.957131948600821,,,,,,,,,,,2.8883425913700442,,,,,,,,,,,,,,2.7480935028621127,,,,,,,,,,3.4301996409487563,,,3.435856806718303,,3.0064214086856973,,,,,2.080352946473898,,,1.5917997927892775,,,2.138709369430196,,2.861256392364329,,,3.0601488722154615,,2.7353449127301066,,,,,,,,,,2.914439066197056,,,,2.809074918699373,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.16047756871424,51.51556339114636]}"
0000000000000000052e,,,,,,,,,,,,,,,,,,,,,,2.0251338649498902,,,,,,,,,,,,,,,,,,,,,,,,,3.7632179817104556,,,,,,,,,,6.013672810292839,,,4.871397918043764,,,,,,,,,,,,,,,,,,4.7667820356330095,,,,,,,,,,,,0.8263640214526464,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.175561495943505,51.54076447719053]}"
0000000000000000052f,,,,,,,,,,,,,,,,,,,0.9350524505520084,,,3.637953683632572,,,,,,,,,,,2.8376036987823694,,,,,,,,,,,,,,,,,4.035576365702276,,,,,,,5.671840093573746,,,6.064432373392879,,4.2273017981695755,,,,,,,,,,,1.8333497263676997,,1.6236106462759767,,,7.1690211696149,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.23994223299718,51.51055812173362]}"
00000000000000000530,,,,,,,,,,,,,,,,,,,,,,3.919024624792086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22002803657601,,4.321477931102658,,,,,,,,,,,3.815909926853483,,2.2984770171496334,,,5.322126867008858,,1.3395977917712292,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.23041384020122,51.512736423775756]}"
00000000000000000531,,,,,,,,,,,,,,,3.841520415412055,,3.843648275820847,,,,,,,,,,,,,,3.367736853169206,,3.385065281472239,,0.052946464274745954,0.04611487183170795,,,,,,,,,3.3630577258241963,,3.3799706256849156,,,,,,,,,,,4.733029801829332,,4.738426496112157,,,,,2.2124913749781325,,2.2133877450376414,,,,4.462137313656796,,4.471978113494493,,,4.3608195689800375,,4.365692019732902,,,,,,,,,,3.1260634955365103,,3.1060186535322747,,2.9705759965373275,,2.999886004562551,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.138622622610356,51.52971482880416]}"
00000000000000000532,,,,,,,,,,,,,,,,,,,,,,3.1021536315649816,,,,,,,,,,,,,,,,,,,,,,,,,2.7445787686068996,,,,,,,,,,4.983596782295072,,,4.749064424951601,,3.1287608790019203,,,,,,,,,,,,,1.2758928296787668,,,4.041743016297044,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.17991979223514,51.544835923745346]}"
00000000000000000533,,,,,,,,,,,,,,,,,2.257216267574942,,,,,,,,,,,,,,,,4.30563931670589,,,,,,,,,,,,,,,,,3.8084578854697093,,,,,,,,,,5.6959404685870325,,,,,,,,,,,,,3.5873450665246875,,,,,5.142254429339282,,,,,,,,,,,,4.184964071866336,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.15137835245735,51.55983712674475]}"
00000000000000000534,,,,,,,,,,,,,,,,,,,,,,3.8590450984280125,,,,,,,,,,,3.607279308258541,,,,,,,,,,,,,,,,,3.7662835467159073,,,,,3.033353805541992,,2.340524580473262,,,3.936171232707917,,3.5768688260292523,,3.817201074829448,,,,,,,,,,,3.4671021264696877,,,3.9853514003104906,,3.0277694628622527,,,,,,,,,,1.7031643263607068,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.27593217754797,51.515028788797295]}"
00000000000000000535,,,,,,,,,,,,,,,,,,,,,,4.301045332365836,,,,,,,,,,,4.393682630694642,,,,,,,,,,,,,,,,,3.9152149845953703,,,,,,,4.472184522351981,,,4.567965244760319,,4.056182759148734,,,,,2.6244567900287863,,,1.4615885081475013,,,2.252301365339837,,4.0979888968997535,,,4.705246273352175,,3.8824954254556947,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.292564484853784,51.468992780418326]}"
00000000000000000536,,,,,,,,,,,,,,,,,,,,,,4.34334653521341,,,,,,,,,,,3.9186620842031883,,,,,,,,,,,,,,4.059127889252574,,,4.637344306829024,,,,,,,4.989405892603521,,,5.2398527852532,,4.637096315284435,,,,,,,,1.6770237616670916,,,4.841162276105816,,,,,5.35141686138923,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.266763838566686,51.5237861964543]}"
00000000000000000537,,,,,,,,,,,,,,,,,2.652466396625891,,,,,,,,,,,,,,,,3.294506390889486,,,,,,,,,,,,,,,,,,,,,,,,,,,5.250950968995387,,,,,,,0.7221422335998812,,,,,,3.9181087433345736,,,,,5.436071473724988,,,,,,,,,,,,2.63401640786065,,,,2.0394575503948325,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.148595660930134,51.54765638877806]}"
00000000000000000538,,,,,,,,,,,,,,,,,,,,,,4.30754992372595,,,,,,,,,,,,,,,,,,,,,,,,,3.2477996911591682,,,,,,,,,,4.934937983143087,,,4.158845814988186,,3.6096713548344552,,,,,,,,1.3720892400157696,,,,,2.9270685346218466,,,3.60498165273342,,2.5007534513668137,,,,,,,,,,2.796470758325659,,,,0.5115233457007375,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.18125987834962,51.51921813915824]}"
00000000000000000539,,,,,,,,,,,,,,,,,,,,,,4.311799529999021,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1991199636134973,,,,,,,5.865559206527918,,,5.040599442933963,,4.75946352054743,,,,,,,,,,,,,2.121689867811138,,,6.0216859392568365,,1.8365206777914311,,,,,,,,,,1.1184941305865506,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.201467368651482,51.52136129182063]}"
